image_name,background_id,background_type,control_present,transgenic_present,control_count,transgenic_count
synth_0232_bg-bg_water_hab_07_type-water_ctrl-0_trans-0.jpg,bg_water_hab_07,water,0,0,0,0
synth_0233_bg-bg_water_hab_26_type-water_ctrl-6_trans-0.jpg,bg_water_hab_26,water,1,0,6,0
synth_0234_bg-bg_dry_01_type-dry_soil_ctrl-3_trans-2.jpg,bg_dry_01,dry_soil,1,1,3,2
synth_0235_bg-bg_water_hab_15_type-water_ctrl-2_trans-2.jpg,bg_water_hab_15,water,1,1,2,2
synth_0236_bg-bg_water_hab_22_type-water_ctrl-1_trans-0.jpg,bg_water_hab_22,water,1,0,1,0
synth_0237_bg-bg_art_08_type-artificial_ctrl-2_trans-2.jpg,bg_art_08,artificial,1,1,2,2
synth_0238_bg-bg_water_hab_05_type-water_ctrl-6_trans-0.jpg,bg_water_hab_05,water,1,0,6,0
synth_0239_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-1.jpg,bg_dry_04,dry_soil,0,1,0,1
synth_0240_bg-bg_water_hab_02_type-water_ctrl-3_trans-0.jpg,bg_water_hab_02,water,1,0,3,0
synth_0241_bg-bg_dry_01_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_01,dry_soil,1,1,1,1
synth_0242_bg-bg_water_hab_14_type-water_ctrl-3_trans-3.jpg,bg_water_hab_14,water,1,1,3,3
synth_0243_bg-bg_veg_02_type-vegetation_ctrl-3_trans-0.jpg,bg_veg_02,vegetation,1,0,3,0
synth_0244_bg-bg_dry_01_type-dry_soil_ctrl-2_trans-2.jpg,bg_dry_01,dry_soil,1,1,2,2
synth_0245_bg-bg_water_hab_01_type-water_ctrl-0_trans-0.jpg,bg_water_hab_01,water,0,0,0,0
synth_0246_bg-bg_dry_05_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_05,dry_soil,1,1,1,1
synth_0247_bg-bg_water_hab_25_type-water_ctrl-2_trans-2.jpg,bg_water_hab_25,water,1,1,2,2
synth_0248_bg-bg_water_hab_22_type-water_ctrl-1_trans-0.jpg,bg_water_hab_22,water,1,0,1,0
synth_0249_bg-bg_art_06_type-artificial_ctrl-0_trans-0.jpg,bg_art_06,artificial,0,0,0,0
synth_0250_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_04,dry_soil,0,0,0,0
synth_0251_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_04,dry_soil,0,0,0,0
synth_0252_bg-bg_dry_05_type-dry_soil_ctrl-4_trans-0.jpg,bg_dry_05,dry_soil,1,0,4,0
synth_0253_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_04,dry_soil,0,0,0,0
synth_0254_bg-bg_water_hab_15_type-water_ctrl-1_trans-1.jpg,bg_water_hab_15,water,1,1,1,1
synth_0255_bg-bg_veg_03_type-vegetation_ctrl-0_trans-4.jpg,bg_veg_03,vegetation,0,1,0,4
synth_0256_bg-bg_veg_01_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_01,vegetation,0,0,0,0
synth_0257_bg-bg_veg_07_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_07,vegetation,1,1,1,1
synth_0258_bg-bg_veg_02_type-vegetation_ctrl-2_trans-3.jpg,bg_veg_02,vegetation,1,1,2,3
synth_0259_bg-bg_veg_05_type-vegetation_ctrl-2_trans-3.jpg,bg_veg_05,vegetation,1,1,2,3
synth_0260_bg-bg_water_hab_20_type-water_ctrl-2_trans-0.jpg,bg_water_hab_20,water,1,0,2,0
synth_0261_bg-bg_water_hab_09_type-water_ctrl-5_trans-0.jpg,bg_water_hab_09,water,1,0,5,0
synth_0262_bg-bg_dry_04_type-dry_soil_ctrl-5_trans-0.jpg,bg_dry_04,dry_soil,1,0,5,0
synth_0263_bg-bg_art_04_type-artificial_ctrl-0_trans-0.jpg,bg_art_04,artificial,0,0,0,0
synth_0264_bg-bg_water_hab_18_type-water_ctrl-0_trans-0.jpg,bg_water_hab_18,water,0,0,0,0
synth_0265_bg-bg_veg_02_type-vegetation_ctrl-0_trans-5.jpg,bg_veg_02,vegetation,0,1,0,5
synth_0266_bg-bg_veg_06_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_06,vegetation,0,0,0,0
synth_0267_bg-bg_veg_04_type-vegetation_ctrl-3_trans-3.jpg,bg_veg_04,vegetation,1,1,3,3
synth_0268_bg-bg_dry_04_type-dry_soil_ctrl-2_trans-0.jpg,bg_dry_04,dry_soil,1,0,2,0
synth_0269_bg-bg_veg_01_type-vegetation_ctrl-0_trans-3.jpg,bg_veg_01,vegetation,0,1,0,3
synth_0270_bg-bg_art_03_type-artificial_ctrl-1_trans-1.jpg,bg_art_03,artificial,1,1,1,1
synth_0271_bg-bg_art_03_type-artificial_ctrl-0_trans-1.jpg,bg_art_03,artificial,0,1,0,1
synth_0272_bg-bg_dry_05_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_05,dry_soil,1,1,1,1
synth_0273_bg-bg_veg_05_type-vegetation_ctrl-2_trans-2.jpg,bg_veg_05,vegetation,1,1,2,2
synth_0274_bg-bg_veg_07_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_07,vegetation,0,0,0,0
synth_0275_bg-bg_art_08_type-artificial_ctrl-1_trans-1.jpg,bg_art_08,artificial,1,1,1,1
synth_0276_bg-bg_water_hab_14_type-water_ctrl-1_trans-1.jpg,bg_water_hab_14,water,1,1,1,1
synth_0277_bg-bg_art_01_type-artificial_ctrl-0_trans-2.jpg,bg_art_01,artificial,0,1,0,2
synth_0278_bg-bg_water_hab_07_type-water_ctrl-0_trans-0.jpg,bg_water_hab_07,water,0,0,0,0
synth_0279_bg-bg_veg_04_type-vegetation_ctrl-4_trans-0.jpg,bg_veg_04,vegetation,1,0,4,0
synth_0280_bg-bg_water_hab_14_type-water_ctrl-0_trans-0.jpg,bg_water_hab_14,water,0,0,0,0
synth_0281_bg-bg_water_hab_18_type-water_ctrl-0_trans-0.jpg,bg_water_hab_18,water,0,0,0,0
synth_0282_bg-bg_water_hab_11_type-water_ctrl-0_trans-0.jpg,bg_water_hab_11,water,0,0,0,0
synth_0283_bg-bg_dry_05_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_05,dry_soil,1,1,1,1
synth_0284_bg-bg_veg_08_type-vegetation_ctrl-3_trans-0.jpg,bg_veg_08,vegetation,1,0,3,0
synth_0285_bg-bg_veg_06_type-vegetation_ctrl-6_trans-2.jpg,bg_veg_06,vegetation,1,1,6,2
synth_0286_bg-bg_water_hab_11_type-water_ctrl-0_trans-7.jpg,bg_water_hab_11,water,0,1,0,7
synth_0287_bg-bg_water_hab_10_type-water_ctrl-0_trans-0.jpg,bg_water_hab_10,water,0,0,0,0
synth_0288_bg-bg_water_hab_12_type-water_ctrl-0_trans-0.jpg,bg_water_hab_12,water,0,0,0,0
synth_0289_bg-bg_water_hab_10_type-water_ctrl-1_trans-0.jpg,bg_water_hab_10,water,1,0,1,0
synth_0290_bg-bg_veg_02_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_02,vegetation,0,0,0,0
synth_0291_bg-bg_veg_05_type-vegetation_ctrl-3_trans-3.jpg,bg_veg_05,vegetation,1,1,3,3
synth_0292_bg-bg_veg_07_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_07,vegetation,0,0,0,0
synth_0293_bg-bg_water_hab_04_type-water_ctrl-4_trans-0.jpg,bg_water_hab_04,water,1,0,4,0
synth_0294_bg-bg_veg_02_type-vegetation_ctrl-0_trans-1.jpg,bg_veg_02,vegetation,0,1,0,1
synth_0295_bg-bg_water_hab_08_type-water_ctrl-0_trans-4.jpg,bg_water_hab_08,water,0,1,0,4
synth_0296_bg-bg_water_hab_22_type-water_ctrl-0_trans-6.jpg,bg_water_hab_22,water,0,1,0,6
synth_0297_bg-bg_art_01_type-artificial_ctrl-1_trans-1.jpg,bg_art_01,artificial,1,1,1,1
synth_0298_bg-bg_water_nonhab_02_type-water_ctrl-0_trans-4.jpg,bg_water_nonhab_02,water,0,1,0,4
synth_0299_bg-bg_dry_05_type-dry_soil_ctrl-4_trans-0.jpg,bg_dry_05,dry_soil,1,0,4,0
synth_0300_bg-bg_dry_02_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_02,dry_soil,0,0,0,0
synth_0301_bg-bg_dry_05_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_05,dry_soil,1,1,1,1
synth_0302_bg-bg_veg_08_type-vegetation_ctrl-1_trans-0.jpg,bg_veg_08,vegetation,1,0,1,0
synth_0303_bg-bg_water_hab_10_type-water_ctrl-3_trans-3.jpg,bg_water_hab_10,water,1,1,3,3
synth_0304_bg-bg_water_hab_09_type-water_ctrl-0_trans-0.jpg,bg_water_hab_09,water,0,0,0,0
synth_0305_bg-bg_water_hab_22_type-water_ctrl-1_trans-1.jpg,bg_water_hab_22,water,1,1,1,1
synth_0306_bg-bg_veg_04_type-vegetation_ctrl-7_trans-0.jpg,bg_veg_04,vegetation,1,0,7,0
synth_0307_bg-bg_veg_03_type-vegetation_ctrl-2_trans-0.jpg,bg_veg_03,vegetation,1,0,2,0
synth_0308_bg-bg_art_05_type-artificial_ctrl-0_trans-2.jpg,bg_art_05,artificial,0,1,0,2
synth_0309_bg-bg_veg_08_type-vegetation_ctrl-0_trans-4.jpg,bg_veg_08,vegetation,0,1,0,4
synth_0310_bg-bg_veg_07_type-vegetation_ctrl-0_trans-5.jpg,bg_veg_07,vegetation,0,1,0,5
synth_0311_bg-bg_veg_08_type-vegetation_ctrl-0_trans-1.jpg,bg_veg_08,vegetation,0,1,0,1
synth_0312_bg-bg_water_hab_03_type-water_ctrl-2_trans-0.jpg,bg_water_hab_03,water,1,0,2,0
synth_0313_bg-bg_water_nonhab_03_type-water_ctrl-3_trans-2.jpg,bg_water_nonhab_03,water,1,1,3,2
synth_0314_bg-bg_art_04_type-artificial_ctrl-0_trans-1.jpg,bg_art_04,artificial,0,1,0,1
synth_0315_bg-bg_water_hab_01_type-water_ctrl-2_trans-3.jpg,bg_water_hab_01,water,1,1,2,3
synth_0316_bg-bg_dry_03_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_03,dry_soil,0,0,0,0
synth_0317_bg-bg_veg_02_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_02,vegetation,1,1,1,1
synth_0318_bg-bg_water_hab_09_type-water_ctrl-0_trans-1.jpg,bg_water_hab_09,water,0,1,0,1
synth_0319_bg-bg_dry_02_type-dry_soil_ctrl-3_trans-3.jpg,bg_dry_02,dry_soil,1,1,3,3
synth_0320_bg-bg_water_hab_16_type-water_ctrl-0_trans-0.jpg,bg_water_hab_16,water,0,0,0,0
synth_0321_bg-bg_art_01_type-artificial_ctrl-0_trans-0.jpg,bg_art_01,artificial,0,0,0,0
synth_0322_bg-bg_veg_06_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_06,vegetation,0,0,0,0
synth_0323_bg-bg_art_07_type-artificial_ctrl-6_trans-0.jpg,bg_art_07,artificial,1,0,6,0
synth_0324_bg-bg_dry_01_type-dry_soil_ctrl-0_trans-2.jpg,bg_dry_01,dry_soil,0,1,0,2
synth_0325_bg-bg_water_hab_23_type-water_ctrl-0_trans-0.jpg,bg_water_hab_23,water,0,0,0,0
synth_0326_bg-bg_veg_02_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_02,vegetation,0,0,0,0
synth_0327_bg-bg_dry_02_type-dry_soil_ctrl-1_trans-0.jpg,bg_dry_02,dry_soil,1,0,1,0
synth_0328_bg-bg_water_hab_04_type-water_ctrl-0_trans-0.jpg,bg_water_hab_04,water,0,0,0,0
synth_0329_bg-bg_water_hab_19_type-water_ctrl-2_trans-0.jpg,bg_water_hab_19,water,1,0,2,0
synth_0330_bg-bg_veg_06_type-vegetation_ctrl-4_trans-0.jpg,bg_veg_06,vegetation,1,0,4,0
synth_0331_bg-bg_veg_02_type-vegetation_ctrl-0_trans-2.jpg,bg_veg_02,vegetation,0,1,0,2
synth_0332_bg-bg_art_08_type-artificial_ctrl-2_trans-2.jpg,bg_art_08,artificial,1,1,2,2
synth_0333_bg-bg_water_hab_03_type-water_ctrl-0_trans-0.jpg,bg_water_hab_03,water,0,0,0,0
synth_0334_bg-bg_water_hab_19_type-water_ctrl-0_trans-0.jpg,bg_water_hab_19,water,0,0,0,0
synth_0335_bg-bg_dry_01_type-dry_soil_ctrl-2_trans-3.jpg,bg_dry_01,dry_soil,1,1,2,3
synth_0336_bg-bg_water_hab_24_type-water_ctrl-5_trans-2.jpg,bg_water_hab_24,water,1,1,5,2
synth_0337_bg-bg_veg_05_type-vegetation_ctrl-3_trans-3.jpg,bg_veg_05,vegetation,1,1,3,3
synth_0338_bg-bg_art_01_type-artificial_ctrl-1_trans-0.jpg,bg_art_01,artificial,1,0,1,0
synth_0339_bg-bg_veg_02_type-vegetation_ctrl-0_trans-3.jpg,bg_veg_02,vegetation,0,1,0,3
synth_0340_bg-bg_water_hab_21_type-water_ctrl-0_trans-3.jpg,bg_water_hab_21,water,0,1,0,3
synth_0341_bg-bg_dry_01_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_01,dry_soil,1,1,1,1
synth_0342_bg-bg_veg_03_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_03,vegetation,0,0,0,0
synth_0343_bg-bg_water_hab_19_type-water_ctrl-0_trans-3.jpg,bg_water_hab_19,water,0,1,0,3
synth_0344_bg-bg_water_nonhab_04_type-water_ctrl-0_trans-0.jpg,bg_water_nonhab_04,water,0,0,0,0
synth_0345_bg-bg_dry_04_type-dry_soil_ctrl-3_trans-0.jpg,bg_dry_04,dry_soil,1,0,3,0
synth_0346_bg-bg_water_hab_12_type-water_ctrl-3_trans-2.jpg,bg_water_hab_12,water,1,1,3,2
synth_0347_bg-bg_water_hab_13_type-water_ctrl-0_trans-2.jpg,bg_water_hab_13,water,0,1,0,2
synth_0348_bg-bg_veg_06_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_06,vegetation,0,0,0,0
synth_0349_bg-bg_water_hab_07_type-water_ctrl-7_trans-3.jpg,bg_water_hab_07,water,1,1,7,3
synth_0350_bg-bg_dry_05_type-dry_soil_ctrl-4_trans-0.jpg,bg_dry_05,dry_soil,1,0,4,0
synth_0351_bg-bg_water_hab_14_type-water_ctrl-2_trans-2.jpg,bg_water_hab_14,water,1,1,2,2
synth_0352_bg-bg_water_hab_02_type-water_ctrl-0_trans-0.jpg,bg_water_hab_02,water,0,0,0,0
synth_0353_bg-bg_art_05_type-artificial_ctrl-0_trans-6.jpg,bg_art_05,artificial,0,1,0,6
synth_0354_bg-bg_dry_02_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_02,dry_soil,0,0,0,0
synth_0355_bg-bg_art_03_type-artificial_ctrl-0_trans-3.jpg,bg_art_03,artificial,0,1,0,3
synth_0356_bg-bg_water_hab_24_type-water_ctrl-2_trans-2.jpg,bg_water_hab_24,water,1,1,2,2
synth_0357_bg-bg_water_nonhab_04_type-water_ctrl-0_trans-5.jpg,bg_water_nonhab_04,water,0,1,0,5
synth_0358_bg-bg_veg_04_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_04,vegetation,1,1,1,1
synth_0359_bg-bg_water_nonhab_02_type-water_ctrl-0_trans-0.jpg,bg_water_nonhab_02,water,0,0,0,0
synth_0360_bg-bg_dry_02_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_02,dry_soil,1,1,1,1
synth_0361_bg-bg_water_hab_12_type-water_ctrl-1_trans-1.jpg,bg_water_hab_12,water,1,1,1,1
synth_0362_bg-bg_veg_07_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_07,vegetation,0,0,0,0
synth_0363_bg-bg_art_05_type-artificial_ctrl-0_trans-7.jpg,bg_art_05,artificial,0,1,0,7
synth_0364_bg-bg_dry_03_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_03,dry_soil,0,0,0,0
synth_0365_bg-bg_dry_01_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_01,dry_soil,1,1,1,1
synth_0366_bg-bg_veg_06_type-vegetation_ctrl-2_trans-3.jpg,bg_veg_06,vegetation,1,1,2,3
synth_0367_bg-bg_dry_03_type-dry_soil_ctrl-2_trans-0.jpg,bg_dry_03,dry_soil,1,0,2,0
synth_0368_bg-bg_dry_01_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_01,dry_soil,0,0,0,0
synth_0369_bg-bg_veg_08_type-vegetation_ctrl-1_trans-0.jpg,bg_veg_08,vegetation,1,0,1,0
synth_0370_bg-bg_dry_01_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_01,dry_soil,0,0,0,0
synth_0371_bg-bg_water_hab_05_type-water_ctrl-5_trans-0.jpg,bg_water_hab_05,water,1,0,5,0
synth_0372_bg-bg_dry_05_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_05,dry_soil,0,0,0,0
synth_0373_bg-bg_water_nonhab_01_type-water_ctrl-0_trans-7.jpg,bg_water_nonhab_01,water,0,1,0,7
synth_0374_bg-bg_dry_01_type-dry_soil_ctrl-0_trans-5.jpg,bg_dry_01,dry_soil,0,1,0,5
synth_0375_bg-bg_water_hab_12_type-water_ctrl-0_trans-0.jpg,bg_water_hab_12,water,0,0,0,0
synth_0376_bg-bg_veg_06_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_06,vegetation,1,1,1,1
synth_0377_bg-bg_veg_05_type-vegetation_ctrl-0_trans-3.jpg,bg_veg_05,vegetation,0,1,0,3
synth_0378_bg-bg_veg_05_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_05,vegetation,1,1,1,1
synth_0379_bg-bg_art_08_type-artificial_ctrl-3_trans-0.jpg,bg_art_08,artificial,1,0,3,0
synth_0380_bg-bg_water_hab_03_type-water_ctrl-2_trans-0.jpg,bg_water_hab_03,water,1,0,2,0
synth_0381_bg-bg_veg_05_type-vegetation_ctrl-3_trans-0.jpg,bg_veg_05,vegetation,1,0,3,0
synth_0382_bg-bg_water_hab_25_type-water_ctrl-0_trans-1.jpg,bg_water_hab_25,water,0,1,0,1
synth_0383_bg-bg_water_hab_07_type-water_ctrl-2_trans-0.jpg,bg_water_hab_07,water,1,0,2,0
synth_0384_bg-bg_veg_01_type-vegetation_ctrl-1_trans-0.jpg,bg_veg_01,vegetation,1,0,1,0
synth_0385_bg-bg_water_hab_04_type-water_ctrl-0_trans-4.jpg,bg_water_hab_04,water,0,1,0,4
synth_0386_bg-bg_dry_01_type-dry_soil_ctrl-2_trans-0.jpg,bg_dry_01,dry_soil,1,0,2,0
synth_0387_bg-bg_water_hab_17_type-water_ctrl-2_trans-0.jpg,bg_water_hab_17,water,1,0,2,0
synth_0388_bg-bg_water_hab_04_type-water_ctrl-1_trans-1.jpg,bg_water_hab_04,water,1,1,1,1
synth_0389_bg-bg_art_02_type-artificial_ctrl-0_trans-0.jpg,bg_art_02,artificial,0,0,0,0
synth_0390_bg-bg_art_03_type-artificial_ctrl-0_trans-0.jpg,bg_art_03,artificial,0,0,0,0
synth_0391_bg-bg_veg_08_type-vegetation_ctrl-1_trans-0.jpg,bg_veg_08,vegetation,1,0,1,0
synth_0392_bg-bg_veg_07_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_07,vegetation,0,0,0,0
synth_0393_bg-bg_water_hab_06_type-water_ctrl-0_trans-0.jpg,bg_water_hab_06,water,0,0,0,0
synth_0394_bg-bg_veg_08_type-vegetation_ctrl-0_trans-3.jpg,bg_veg_08,vegetation,0,1,0,3
synth_0395_bg-bg_dry_02_type-dry_soil_ctrl-1_trans-1.jpg,bg_dry_02,dry_soil,1,1,1,1
synth_0396_bg-bg_dry_05_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_05,dry_soil,0,0,0,0
synth_0397_bg-bg_water_hab_08_type-water_ctrl-0_trans-3.jpg,bg_water_hab_08,water,0,1,0,3
synth_0398_bg-bg_water_hab_24_type-water_ctrl-4_trans-0.jpg,bg_water_hab_24,water,1,0,4,0
synth_0399_bg-bg_art_03_type-artificial_ctrl-0_trans-0.jpg,bg_art_03,artificial,0,0,0,0
synth_0400_bg-bg_water_hab_26_type-water_ctrl-2_trans-0.jpg,bg_water_hab_26,water,1,0,2,0
synth_0401_bg-bg_water_hab_24_type-water_ctrl-0_trans-0.jpg,bg_water_hab_24,water,0,0,0,0
synth_0402_bg-bg_veg_02_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_02,vegetation,0,0,0,0
synth_0403_bg-bg_water_nonhab_04_type-water_ctrl-2_trans-0.jpg,bg_water_nonhab_04,water,1,0,2,0
synth_0404_bg-bg_veg_03_type-vegetation_ctrl-0_trans-2.jpg,bg_veg_03,vegetation,0,1,0,2
synth_0405_bg-bg_veg_05_type-vegetation_ctrl-3_trans-2.jpg,bg_veg_05,vegetation,1,1,3,2
synth_0406_bg-bg_water_hab_17_type-water_ctrl-0_trans-0.jpg,bg_water_hab_17,water,0,0,0,0
synth_0407_bg-bg_water_hab_04_type-water_ctrl-2_trans-0.jpg,bg_water_hab_04,water,1,0,2,0
synth_0408_bg-bg_veg_05_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_05,vegetation,0,0,0,0
synth_0409_bg-bg_art_08_type-artificial_ctrl-0_trans-2.jpg,bg_art_08,artificial,0,1,0,2
synth_0410_bg-bg_water_hab_05_type-water_ctrl-3_trans-3.jpg,bg_water_hab_05,water,1,1,3,3
synth_0411_bg-bg_water_nonhab_02_type-water_ctrl-0_trans-4.jpg,bg_water_nonhab_02,water,0,1,0,4
synth_0412_bg-bg_water_nonhab_01_type-water_ctrl-0_trans-0.jpg,bg_water_nonhab_01,water,0,0,0,0
synth_0413_bg-bg_water_hab_20_type-water_ctrl-5_trans-0.jpg,bg_water_hab_20,water,1,0,5,0
synth_0414_bg-bg_dry_05_type-dry_soil_ctrl-7_trans-0.jpg,bg_dry_05,dry_soil,1,0,7,0
synth_0415_bg-bg_veg_02_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_02,vegetation,0,0,0,0
synth_0416_bg-bg_water_nonhab_05_type-water_ctrl-0_trans-4.jpg,bg_water_nonhab_05,water,0,1,0,4
synth_0417_bg-bg_water_hab_19_type-water_ctrl-1_trans-1.jpg,bg_water_hab_19,water,1,1,1,1
synth_0418_bg-bg_art_04_type-artificial_ctrl-3_trans-3.jpg,bg_art_04,artificial,1,1,3,3
synth_0419_bg-bg_veg_03_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_03,vegetation,0,0,0,0
synth_0420_bg-bg_dry_05_type-dry_soil_ctrl-0_trans-1.jpg,bg_dry_05,dry_soil,0,1,0,1
synth_0421_bg-bg_water_hab_04_type-water_ctrl-0_trans-0.jpg,bg_water_hab_04,water,0,0,0,0
synth_0422_bg-bg_veg_02_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_02,vegetation,0,0,0,0
synth_0423_bg-bg_water_hab_12_type-water_ctrl-0_trans-0.jpg,bg_water_hab_12,water,0,0,0,0
synth_0424_bg-bg_veg_02_type-vegetation_ctrl-3_trans-2.jpg,bg_veg_02,vegetation,1,1,3,2
synth_0425_bg-bg_water_hab_08_type-water_ctrl-4_trans-0.jpg,bg_water_hab_08,water,1,0,4,0
synth_0426_bg-bg_water_hab_04_type-water_ctrl-3_trans-2.jpg,bg_water_hab_04,water,1,1,3,2
synth_0427_bg-bg_dry_03_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_03,dry_soil,0,0,0,0
synth_0428_bg-bg_water_hab_10_type-water_ctrl-2_trans-3.jpg,bg_water_hab_10,water,1,1,2,3
synth_0429_bg-bg_veg_02_type-vegetation_ctrl-6_trans-2.jpg,bg_veg_02,vegetation,1,1,6,2
synth_0430_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-4.jpg,bg_dry_04,dry_soil,0,1,0,4
synth_0431_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_04,dry_soil,0,0,0,0
synth_0432_bg-bg_dry_03_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_03,dry_soil,0,0,0,0
synth_0433_bg-bg_veg_01_type-vegetation_ctrl-3_trans-2.jpg,bg_veg_01,vegetation,1,1,3,2
synth_0434_bg-bg_dry_03_type-dry_soil_ctrl-1_trans-0.jpg,bg_dry_03,dry_soil,1,0,1,0
synth_0435_bg-bg_water_hab_23_type-water_ctrl-3_trans-0.jpg,bg_water_hab_23,water,1,0,3,0
synth_0436_bg-bg_veg_08_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_08,vegetation,0,0,0,0
synth_0437_bg-bg_dry_02_type-dry_soil_ctrl-0_trans-2.jpg,bg_dry_02,dry_soil,0,1,0,2
synth_0438_bg-bg_dry_05_type-dry_soil_ctrl-3_trans-0.jpg,bg_dry_05,dry_soil,1,0,3,0
synth_0439_bg-bg_veg_03_type-vegetation_ctrl-1_trans-1.jpg,bg_veg_03,vegetation,1,1,1,1
synth_0440_bg-bg_water_hab_15_type-water_ctrl-0_trans-0.jpg,bg_water_hab_15,water,0,0,0,0
synth_0441_bg-bg_water_hab_15_type-water_ctrl-3_trans-0.jpg,bg_water_hab_15,water,1,0,3,0
synth_0442_bg-bg_dry_05_type-dry_soil_ctrl-0_trans-2.jpg,bg_dry_05,dry_soil,0,1,0,2
synth_0443_bg-bg_water_hab_18_type-water_ctrl-0_trans-2.jpg,bg_water_hab_18,water,0,1,0,2
synth_0444_bg-bg_art_06_type-artificial_ctrl-0_trans-0.jpg,bg_art_06,artificial,0,0,0,0
synth_0445_bg-bg_dry_04_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_04,dry_soil,0,0,0,0
synth_0446_bg-bg_water_hab_14_type-water_ctrl-1_trans-1.jpg,bg_water_hab_14,water,1,1,1,1
synth_0447_bg-bg_veg_01_type-vegetation_ctrl-6_trans-0.jpg,bg_veg_01,vegetation,1,0,6,0
synth_0448_bg-bg_veg_02_type-vegetation_ctrl-0_trans-0.jpg,bg_veg_02,vegetation,0,0,0,0
synth_0449_bg-bg_veg_02_type-vegetation_ctrl-0_trans-5.jpg,bg_veg_02,vegetation,0,1,0,5
synth_0450_bg-bg_dry_03_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_03,dry_soil,0,0,0,0
synth_0451_bg-bg_veg_05_type-vegetation_ctrl-0_trans-2.jpg,bg_veg_05,vegetation,0,1,0,2
synth_0452_bg-bg_dry_01_type-dry_soil_ctrl-0_trans-2.jpg,bg_dry_01,dry_soil,0,1,0,2
synth_0453_bg-bg_water_hab_11_type-water_ctrl-2_trans-0.jpg,bg_water_hab_11,water,1,0,2,0
synth_0454_bg-bg_art_04_type-artificial_ctrl-7_trans-2.jpg,bg_art_04,artificial,1,1,7,2
synth_0455_bg-bg_veg_01_type-vegetation_ctrl-0_trans-1.jpg,bg_veg_01,vegetation,0,1,0,1
synth_0456_bg-bg_dry_01_type-dry_soil_ctrl-4_trans-0.jpg,bg_dry_01,dry_soil,1,0,4,0
synth_0457_bg-bg_veg_08_type-vegetation_ctrl-1_trans-0.jpg,bg_veg_08,vegetation,1,0,1,0
synth_0458_bg-bg_veg_05_type-vegetation_ctrl-0_trans-2.jpg,bg_veg_05,vegetation,0,1,0,2
synth_0459_bg-bg_dry_01_type-dry_soil_ctrl-0_trans-0.jpg,bg_dry_01,dry_soil,0,0,0,0
synth_0460_bg-bg_veg_02_type-vegetation_ctrl-3_trans-3.jpg,bg_veg_02,vegetation,1,1,3,3
synth_0461_bg-bg_water_hab_07_type-water_ctrl-0_trans-4.jpg,bg_water_hab_07,water,0,1,0,4
synth_0462_bg-bg_art_06_type-artificial_ctrl-0_trans-0.jpg,bg_art_06,artificial,0,0,0,0
